owner_type,repository,month,state
Organization,ros2/console_bridge_vendor,2025-01,Dead
Organization,ros2/console_bridge_vendor,2025-02,Dead
Organization,ros2/console_bridge_vendor,2025-03,Dead
Organization,ros2/console_bridge_vendor,2025-04,Running
Organization,ros2/console_bridge_vendor,2025-05,Dead
Organization,ros2/console_bridge_vendor,2025-06,Running
Organization,ros2/console_bridge_vendor,2025-07,Running
Organization,ros2/console_bridge_vendor,2025-08,Dead
Organization,ros2/console_bridge_vendor,2025-09,Dead
Organization,ros2/console_bridge_vendor,2025-10,Dead
Organization,ros2/console_bridge_vendor,2025-11,Dead
Organization,ros2/console_bridge_vendor,2025-12,Dead
Organization,ros2/console_bridge_vendor,2026-01,Dead
Organization,ros2/console_bridge_vendor,2026-02,Dead
Organization,ros2/console_bridge_vendor,2026-03,Dead
Organization,ros2/demos,2015-07,Running
Organization,ros2/demos,2015-08,Running
Organization,ros2/demos,2015-09,Running
Organization,ros2/demos,2015-10,Running
Organization,ros2/demos,2015-11,Running
Organization,ros2/demos,2015-12,Running
Organization,ros2/demos,2016-01,Running
Organization,ros2/demos,2016-02,Running
Organization,ros2/demos,2016-03,Dead
Organization,ros2/demos,2016-04,Running
Organization,ros2/demos,2016-05,Running
Organization,ros2/demos,2016-06,Running
Organization,ros2/demos,2016-07,Running
Organization,ros2/demos,2016-08,Running
Organization,ros2/demos,2016-09,Running
Organization,ros2/demos,2016-10,Running
Organization,ros2/demos,2016-11,Running
Organization,ros2/demos,2016-12,Running
Organization,ros2/demos,2017-01,Running
Organization,ros2/demos,2017-02,Running
Organization,ros2/demos,2017-03,Running
Organization,ros2/demos,2017-04,Running
Organization,ros2/demos,2017-05,Running
Organization,ros2/demos,2017-06,Running
Organization,ros2/demos,2017-07,Running
Organization,ros2/demos,2017-08,Running
Organization,ros2/demos,2017-09,Running
Organization,ros2/demos,2017-10,Running
Organization,ros2/demos,2017-11,Running
Organization,ros2/demos,2017-12,Running
Organization,ros2/demos,2018-01,Running
Organization,ros2/demos,2018-02,Running
Organization,ros2/demos,2018-03,Running
Organization,ros2/demos,2018-04,Running
Organization,ros2/demos,2018-05,Running
Organization,ros2/demos,2018-06,Running
Organization,ros2/demos,2018-07,Running
Organization,ros2/demos,2018-08,Running
Organization,ros2/demos,2018-09,Running
Organization,ros2/demos,2018-10,Running
Organization,ros2/demos,2018-11,Running
Organization,ros2/demos,2018-12,Running
Organization,ros2/demos,2019-01,Running
Organization,ros2/demos,2019-02,Running
Organization,ros2/demos,2019-03,Running
Organization,ros2/demos,2019-04,Running
Organization,ros2/demos,2019-05,Running
Organization,ros2/demos,2019-06,Running
Organization,ros2/demos,2019-07,Running
Organization,ros2/demos,2019-08,Running
Organization,ros2/demos,2019-09,Running
Organization,ros2/demos,2019-10,Running
Organization,ros2/demos,2019-11,Running
Organization,ros2/demos,2019-12,Running
Organization,ros2/demos,2020-01,Running
Organization,ros2/demos,2020-02,Running
Organization,ros2/demos,2020-03,Running
Organization,ros2/demos,2020-04,Running
Organization,ros2/demos,2020-05,Running
Organization,ros2/demos,2020-06,Running
Organization,ros2/demos,2020-07,Running
Organization,ros2/demos,2020-08,Zombie
Organization,ros2/demos,2020-09,Running
Organization,ros2/demos,2020-10,Running
Organization,ros2/demos,2020-11,Running
Organization,ros2/demos,2020-12,Running
Organization,ros2/demos,2021-01,Running
Organization,ros2/demos,2021-02,Running
Organization,ros2/demos,2021-03,Running
Organization,ros2/demos,2021-04,Running
Organization,ros2/demos,2021-05,Running
Organization,ros2/demos,2021-06,Zombie
Organization,ros2/demos,2021-07,Running
Organization,ros2/demos,2021-08,Running
Organization,ros2/demos,2021-09,Zombie
Organization,ros2/demos,2021-10,Running
Organization,ros2/demos,2021-11,Running
Organization,ros2/demos,2021-12,Running
Organization,ros2/demos,2022-01,Running
Organization,ros2/demos,2022-02,Zombie
Organization,ros2/demos,2022-03,Running
Organization,ros2/demos,2022-04,Running
Organization,ros2/demos,2022-05,Running
Organization,ros2/demos,2022-06,Running
Organization,ros2/demos,2022-07,Zombie
Organization,ros2/demos,2022-08,Running
Organization,ros2/demos,2022-09,Running
Organization,ros2/demos,2022-10,Running
Organization,ros2/demos,2022-11,Running
Organization,ros2/demos,2022-12,Running
Organization,ros2/demos,2023-01,Running
Organization,ros2/demos,2023-02,Running
Organization,ros2/demos,2023-03,Running
Organization,ros2/demos,2023-04,Running
Organization,ros2/demos,2023-05,Running
Organization,ros2/demos,2023-06,Running
Organization,ros2/demos,2023-07,Running
Organization,ros2/demos,2023-08,Running
Organization,ros2/demos,2023-09,Running
Organization,ros2/demos,2023-10,Running
Organization,ros2/demos,2023-11,Running
Organization,ros2/demos,2023-12,Running
Organization,ros2/demos,2024-01,Running
Organization,ros2/demos,2024-02,Running
Organization,ros2/demos,2024-03,Running
Organization,ros2/demos,2024-04,Running
Organization,ros2/demos,2024-05,Running
Organization,ros2/demos,2024-06,Running
Organization,ros2/demos,2024-07,Running
Organization,ros2/demos,2024-08,Zombie
Organization,ros2/demos,2024-09,Running
Organization,ros2/demos,2024-10,Running
Organization,ros2/demos,2024-11,Running
Organization,ros2/demos,2024-12,Dead
Organization,ros2/demos,2025-01,Dead
Organization,ros2/demos,2025-02,Running
Organization,ros2/demos,2025-03,Running
Organization,ros2/demos,2025-04,Running
Organization,ros2/demos,2025-05,Running
Organization,ros2/demos,2025-06,Running
Organization,ros2/demos,2025-07,Running
Organization,ros2/demos,2025-08,Running
Organization,ros2/demos,2025-09,Running
Organization,ros2/demos,2025-10,Running
Organization,ros2/demos,2025-11,Running
Organization,ros2/demos,2025-12,Dead
Organization,ros2/demos,2026-01,Running
Organization,ros2/demos,2026-02,Running
Organization,ros2/demos,2026-03,Zombie
Organization,ros2/domain_bridge,2021-02,Running
Organization,ros2/domain_bridge,2021-03,Running
Organization,ros2/domain_bridge,2021-04,Running
Organization,ros2/domain_bridge,2021-05,Running
Organization,ros2/domain_bridge,2021-06,Running
Organization,ros2/domain_bridge,2021-07,Running
Organization,ros2/domain_bridge,2021-08,Running
Organization,ros2/domain_bridge,2021-09,Zombie
Organization,ros2/domain_bridge,2021-10,Running
Organization,ros2/domain_bridge,2021-11,Running
Organization,ros2/domain_bridge,2021-12,Running
Organization,ros2/domain_bridge,2022-01,Dead
Organization,ros2/domain_bridge,2022-02,Zombie
Organization,ros2/domain_bridge,2022-03,Dead
Organization,ros2/domain_bridge,2022-04,Zombie
Organization,ros2/domain_bridge,2022-05,Running
Organization,ros2/domain_bridge,2022-06,Zombie
Organization,ros2/domain_bridge,2022-07,Running
Organization,ros2/domain_bridge,2022-08,Dead
Organization,ros2/domain_bridge,2022-09,Running
Organization,ros2/domain_bridge,2022-10,Zombie
Organization,ros2/domain_bridge,2022-11,Zombie
Organization,ros2/domain_bridge,2022-12,Zombie
Organization,ros2/domain_bridge,2023-01,Running
Organization,ros2/domain_bridge,2023-02,Dead
Organization,ros2/domain_bridge,2023-03,Dead
Organization,ros2/domain_bridge,2023-04,Dead
Organization,ros2/domain_bridge,2023-05,Dead
Organization,ros2/domain_bridge,2023-06,Zombie
Organization,ros2/domain_bridge,2023-07,Zombie
Organization,ros2/domain_bridge,2023-08,Dead
Organization,ros2/domain_bridge,2023-09,Zombie
Organization,ros2/domain_bridge,2023-10,Zombie
Organization,ros2/domain_bridge,2023-11,Dead
Organization,ros2/domain_bridge,2023-12,Zombie
Organization,ros2/domain_bridge,2024-01,Zombie
Organization,ros2/domain_bridge,2024-02,Dead
Organization,ros2/domain_bridge,2024-03,Dead
Organization,ros2/domain_bridge,2024-04,Dead
Organization,ros2/domain_bridge,2024-05,Zombie
Organization,ros2/domain_bridge,2024-06,Zombie
Organization,ros2/domain_bridge,2024-07,Zombie
Organization,ros2/domain_bridge,2024-08,Dead
Organization,ros2/domain_bridge,2024-09,Zombie
Organization,ros2/domain_bridge,2024-10,Dead
Organization,ros2/domain_bridge,2024-11,Dead
Organization,ros2/domain_bridge,2024-12,Zombie
Organization,ros2/domain_bridge,2025-01,Running
Organization,ros2/domain_bridge,2025-02,Dead
Organization,ros2/domain_bridge,2025-03,Dead
Organization,ros2/domain_bridge,2025-04,Zombie
Organization,ros2/domain_bridge,2025-05,Dead
Organization,ros2/domain_bridge,2025-06,Dead
Organization,ros2/domain_bridge,2025-07,Dead
Organization,ros2/domain_bridge,2025-08,Zombie
Organization,ros2/domain_bridge,2025-09,Dead
Organization,ros2/domain_bridge,2025-10,Dead
Organization,ros2/domain_bridge,2025-11,Dead
Organization,ros2/domain_bridge,2025-12,Zombie
Organization,ros2/domain_bridge,2026-01,Dead
Organization,ros2/domain_bridge,2026-02,Dead
Organization,ros2/domain_bridge,2026-03,Dead
Organization,ros2/eigen3_cmake_module,2019-07,Running
Organization,ros2/eigen3_cmake_module,2019-08,Running
Organization,ros2/eigen3_cmake_module,2019-09,Dead
Organization,ros2/eigen3_cmake_module,2019-10,Dead
Organization,ros2/eigen3_cmake_module,2019-11,Dead
Organization,ros2/eigen3_cmake_module,2019-12,Dead
Organization,ros2/eigen3_cmake_module,2020-01,Dead
Organization,ros2/eigen3_cmake_module,2020-02,Dead
Organization,ros2/eigen3_cmake_module,2020-03,Dead
Organization,ros2/eigen3_cmake_module,2020-04,Dead
Organization,ros2/eigen3_cmake_module,2020-05,Dead
Organization,ros2/eigen3_cmake_module,2020-06,Dead
Organization,ros2/eigen3_cmake_module,2020-07,Dead
Organization,ros2/eigen3_cmake_module,2020-08,Dead
Organization,ros2/eigen3_cmake_module,2020-09,Dead
Organization,ros2/eigen3_cmake_module,2020-10,Dead
Organization,ros2/eigen3_cmake_module,2020-11,Dead
Organization,ros2/eigen3_cmake_module,2020-12,Dead
Organization,ros2/eigen3_cmake_module,2021-01,Dead
Organization,ros2/eigen3_cmake_module,2021-02,Dead
Organization,ros2/eigen3_cmake_module,2021-03,Dead
Organization,ros2/eigen3_cmake_module,2021-04,Dead
Organization,ros2/eigen3_cmake_module,2021-05,Dead
Organization,ros2/eigen3_cmake_module,2021-06,Dead
Organization,ros2/eigen3_cmake_module,2021-07,Dead
Organization,ros2/eigen3_cmake_module,2021-08,Dead
Organization,ros2/eigen3_cmake_module,2021-09,Dead
Organization,ros2/eigen3_cmake_module,2021-10,Dead
Organization,ros2/eigen3_cmake_module,2021-11,Dead
Organization,ros2/eigen3_cmake_module,2021-12,Dead
Organization,ros2/eigen3_cmake_module,2022-01,Dead
Organization,ros2/eigen3_cmake_module,2022-02,Dead
Organization,ros2/eigen3_cmake_module,2022-03,Dead
Organization,ros2/eigen3_cmake_module,2022-04,Running
Organization,ros2/eigen3_cmake_module,2022-05,Running
Organization,ros2/eigen3_cmake_module,2022-06,Running
Organization,ros2/eigen3_cmake_module,2022-07,Dead
Organization,ros2/eigen3_cmake_module,2022-08,Dead
Organization,ros2/eigen3_cmake_module,2022-09,Running
Organization,ros2/eigen3_cmake_module,2022-10,Zombie
Organization,ros2/eigen3_cmake_module,2022-11,Running
Organization,ros2/eigen3_cmake_module,2022-12,Dead
Organization,ros2/eigen3_cmake_module,2023-01,Dead
Organization,ros2/eigen3_cmake_module,2023-02,Running
Organization,ros2/eigen3_cmake_module,2023-03,Dead
Organization,ros2/eigen3_cmake_module,2023-04,Running
Organization,ros2/eigen3_cmake_module,2023-05,Zombie
Organization,ros2/eigen3_cmake_module,2023-06,Dead
Organization,ros2/eigen3_cmake_module,2023-07,Dead
Organization,ros2/eigen3_cmake_module,2023-08,Dead
Organization,ros2/eigen3_cmake_module,2023-09,Dead
Organization,ros2/eigen3_cmake_module,2023-10,Dead
Organization,ros2/eigen3_cmake_module,2023-11,Dead
Organization,ros2/eigen3_cmake_module,2023-12,Dead
Organization,ros2/eigen3_cmake_module,2024-01,Dead
Organization,ros2/eigen3_cmake_module,2024-02,Dead
Organization,ros2/eigen3_cmake_module,2024-03,Dead
Organization,ros2/eigen3_cmake_module,2024-04,Running
Organization,ros2/eigen3_cmake_module,2024-05,Dead
Organization,ros2/eigen3_cmake_module,2024-06,Dead
Organization,ros2/eigen3_cmake_module,2024-07,Dead
Organization,ros2/eigen3_cmake_module,2024-08,Dead
Organization,ros2/eigen3_cmake_module,2024-09,Dead
Organization,ros2/eigen3_cmake_module,2024-10,Dead
Organization,ros2/eigen3_cmake_module,2024-11,Running
Organization,ros2/eigen3_cmake_module,2024-12,Dead
Organization,ros2/eigen3_cmake_module,2025-01,Dead
Organization,ros2/eigen3_cmake_module,2025-02,Dead
Organization,ros2/eigen3_cmake_module,2025-03,Dead
Organization,ros2/eigen3_cmake_module,2025-04,Running
Organization,ros2/eigen3_cmake_module,2025-05,Dead
Organization,ros2/eigen3_cmake_module,2025-06,Dead
Organization,ros2/eigen3_cmake_module,2025-07,Running
Organization,ros2/eigen3_cmake_module,2025-08,Dead
Organization,ros2/eigen3_cmake_module,2025-09,Dead
Organization,ros2/eigen3_cmake_module,2025-10,Dead
Organization,ros2/eigen3_cmake_module,2025-11,Dead
Organization,ros2/eigen3_cmake_module,2025-12,Dead
Organization,ros2/eigen3_cmake_module,2026-01,Dead
Organization,ros2/eigen3_cmake_module,2026-02,Dead
Organization,ros2/eigen3_cmake_module,2026-03,Dead
Organization,ros2/example_interfaces,2015-06,Running
Organization,ros2/example_interfaces,2015-07,Running
Organization,ros2/example_interfaces,2015-08,Dead
Organization,ros2/example_interfaces,2015-09,Dead
Organization,ros2/example_interfaces,2015-10,Dead
Organization,ros2/example_interfaces,2015-11,Dead
Organization,ros2/example_interfaces,2015-12,Dead
Organization,ros2/example_interfaces,2016-01,Dead
Organization,ros2/example_interfaces,2016-02,Dead
Organization,ros2/example_interfaces,2016-03,Dead
Organization,ros2/example_interfaces,2016-04,Dead
Organization,ros2/example_interfaces,2016-05,Dead
Organization,ros2/example_interfaces,2016-06,Running
Organization,ros2/example_interfaces,2016-07,Dead
Organization,ros2/example_interfaces,2016-08,Dead
Organization,ros2/example_interfaces,2016-09,Dead
Organization,ros2/example_interfaces,2016-10,Dead
Organization,ros2/example_interfaces,2016-11,Running
Organization,ros2/example_interfaces,2016-12,Running
Organization,ros2/example_interfaces,2017-01,Running
Organization,ros2/example_interfaces,2017-02,Dead
Organization,ros2/example_interfaces,2017-03,Dead
Organization,ros2/example_interfaces,2017-04,Running
Organization,ros2/example_interfaces,2017-05,Dead
Organization,ros2/example_interfaces,2017-06,Running
Organization,ros2/example_interfaces,2017-07,Dead
Organization,ros2/example_interfaces,2017-08,Running
Organization,ros2/example_interfaces,2017-09,Running
Organization,ros2/example_interfaces,2017-10,Dead
Organization,ros2/example_interfaces,2017-11,Running
Organization,ros2/example_interfaces,2017-12,Running
Organization,ros2/example_interfaces,2018-01,Dead
Organization,ros2/example_interfaces,2018-02,Running
Organization,ros2/example_interfaces,2018-03,Dead
Organization,ros2/example_interfaces,2018-04,Dead
Organization,ros2/example_interfaces,2018-05,Dead
Organization,ros2/example_interfaces,2018-06,Running
Organization,ros2/example_interfaces,2018-07,Dead
Organization,ros2/example_interfaces,2018-08,Dead
Organization,ros2/example_interfaces,2018-09,Running
Organization,ros2/example_interfaces,2018-10,Dead
Organization,ros2/example_interfaces,2018-11,Running
Organization,ros2/example_interfaces,2018-12,Running
Organization,ros2/example_interfaces,2019-01,Dead
Organization,ros2/example_interfaces,2019-02,Running
Organization,ros2/example_interfaces,2019-03,Running
Organization,ros2/example_interfaces,2019-04,Running
Organization,ros2/example_interfaces,2019-05,Running
Organization,ros2/example_interfaces,2019-06,Dead
Organization,ros2/example_interfaces,2019-07,Dead
Organization,ros2/example_interfaces,2019-08,Dead
Organization,ros2/example_interfaces,2019-09,Dead
Organization,ros2/example_interfaces,2019-10,Dead
Organization,ros2/example_interfaces,2019-11,Dead
Organization,ros2/example_interfaces,2019-12,Running
Organization,ros2/example_interfaces,2020-01,Running
Organization,ros2/example_interfaces,2020-02,Dead
Organization,ros2/example_interfaces,2020-03,Dead
Organization,ros2/example_interfaces,2020-04,Running
Organization,ros2/example_interfaces,2020-05,Running
Organization,ros2/example_interfaces,2020-06,Dead
Organization,ros2/example_interfaces,2020-07,Dead
Organization,ros2/example_interfaces,2020-08,Dead
Organization,ros2/example_interfaces,2020-09,Dead
Organization,ros2/example_interfaces,2020-10,Running
Organization,ros2/example_interfaces,2020-11,Zombie
Organization,ros2/example_interfaces,2020-12,Dead
Organization,ros2/example_interfaces,2021-01,Dead
Organization,ros2/example_interfaces,2021-02,Dead
Organization,ros2/example_interfaces,2021-03,Running
Organization,ros2/example_interfaces,2021-04,Running
Organization,ros2/example_interfaces,2021-05,Running
Organization,ros2/example_interfaces,2021-06,Dead
Organization,ros2/example_interfaces,2021-07,Dead
Organization,ros2/example_interfaces,2021-08,Dead
Organization,ros2/example_interfaces,2021-09,Dead
Organization,ros2/example_interfaces,2021-10,Dead
Organization,ros2/example_interfaces,2021-11,Running
Organization,ros2/example_interfaces,2021-12,Dead
Organization,ros2/example_interfaces,2022-01,Dead
Organization,ros2/example_interfaces,2022-02,Dead
Organization,ros2/example_interfaces,2022-03,Dead
Organization,ros2/example_interfaces,2022-04,Running
Organization,ros2/example_interfaces,2022-05,Dead
Organization,ros2/example_interfaces,2022-06,Running
Organization,ros2/example_interfaces,2022-07,Dead
Organization,ros2/example_interfaces,2022-08,Running
Organization,ros2/example_interfaces,2022-09,Running
Organization,ros2/example_interfaces,2022-10,Dead
Organization,ros2/example_interfaces,2022-11,Running
Organization,ros2/example_interfaces,2022-12,Dead
Organization,ros2/example_interfaces,2023-01,Dead
Organization,ros2/example_interfaces,2023-02,Running
Organization,ros2/example_interfaces,2023-03,Dead
Organization,ros2/example_interfaces,2023-04,Running
Organization,ros2/example_interfaces,2023-05,Dead
Organization,ros2/example_interfaces,2023-06,Dead
Organization,ros2/example_interfaces,2023-07,Dead
Organization,ros2/example_interfaces,2023-08,Running
Organization,ros2/example_interfaces,2023-09,Dead
Organization,ros2/example_interfaces,2023-10,Dead
Organization,ros2/example_interfaces,2023-11,Dead
Organization,ros2/example_interfaces,2023-12,Dead
Organization,ros2/example_interfaces,2024-01,Dead
Organization,ros2/example_interfaces,2024-02,Dead
Organization,ros2/example_interfaces,2024-03,Dead
Organization,ros2/example_interfaces,2024-04,Running
Organization,ros2/example_interfaces,2024-05,Dead
Organization,ros2/example_interfaces,2024-06,Dead
Organization,ros2/example_interfaces,2024-07,Dead
Organization,ros2/example_interfaces,2024-08,Dead
Organization,ros2/example_interfaces,2024-09,Dead
Organization,ros2/example_interfaces,2024-10,Dead
Organization,ros2/example_interfaces,2024-11,Running
Organization,ros2/example_interfaces,2024-12,Dead
Organization,ros2/example_interfaces,2025-01,Dead
Organization,ros2/example_interfaces,2025-02,Dead
Organization,ros2/example_interfaces,2025-03,Running
Organization,ros2/example_interfaces,2025-04,Running
Organization,ros2/example_interfaces,2025-05,Zombie
Organization,ros2/example_interfaces,2025-06,Running
Organization,ros2/example_interfaces,2025-07,Running
Organization,ros2/example_interfaces,2025-08,Dead
Organization,ros2/example_interfaces,2025-09,Dead
Organization,ros2/example_interfaces,2025-10,Dead
Organization,ros2/example_interfaces,2025-11,Dead
Organization,ros2/example_interfaces,2025-12,Dead
Organization,ros2/example_interfaces,2026-01,Dead
Organization,ros2/example_interfaces,2026-02,Dead
Organization,ros2/example_interfaces,2026-03,Dead
Organization,ros2/examples,2014-07,Running
Organization,ros2/examples,2014-08,Running
Organization,ros2/examples,2014-09,Running
Organization,ros2/examples,2014-10,Running
Organization,ros2/examples,2014-11,Running
Organization,ros2/examples,2014-12,Running
Organization,ros2/examples,2015-01,Running
Organization,ros2/examples,2015-02,Dead
Organization,ros2/examples,2015-03,Running
Organization,ros2/examples,2015-04,Running
Organization,ros2/examples,2015-05,Running
Organization,ros2/examples,2015-06,Running
Organization,ros2/examples,2015-07,Running
Organization,ros2/examples,2015-08,Running
Organization,ros2/examples,2015-09,Running
Organization,ros2/examples,2015-10,Running
Organization,ros2/examples,2015-11,Running
Organization,ros2/examples,2015-12,Running
Organization,ros2/examples,2016-01,Running
Organization,ros2/examples,2016-02,Running
Organization,ros2/examples,2016-03,Running
Organization,ros2/examples,2016-04,Running
Organization,ros2/examples,2016-05,Running
Organization,ros2/examples,2016-06,Running
Organization,ros2/examples,2016-07,Running
Organization,ros2/examples,2016-08,Running
Organization,ros2/examples,2016-09,Running
Organization,ros2/examples,2016-10,Running
Organization,ros2/examples,2016-11,Running
Organization,ros2/examples,2016-12,Running
Organization,ros2/examples,2017-01,Running
Organization,ros2/examples,2017-02,Running
Organization,ros2/examples,2017-03,Zombie
Organization,ros2/examples,2017-04,Running
Organization,ros2/examples,2017-05,Running
Organization,ros2/examples,2017-06,Running
Organization,ros2/examples,2017-07,Dead
Organization,ros2/examples,2017-08,Running
Organization,ros2/examples,2017-09,Running
Organization,ros2/examples,2017-10,Zombie
Organization,ros2/examples,2017-11,Running
Organization,ros2/examples,2017-12,Running
Organization,ros2/examples,2018-01,Zombie
Organization,ros2/examples,2018-02,Running
Organization,ros2/examples,2018-03,Running
Organization,ros2/examples,2018-04,Running
Organization,ros2/examples,2018-05,Running
Organization,ros2/examples,2018-06,Running
Organization,ros2/examples,2018-07,Dead
Organization,ros2/examples,2018-08,Dead
Organization,ros2/examples,2018-09,Zombie
Organization,ros2/examples,2018-10,Running
Organization,ros2/examples,2018-11,Running
Organization,ros2/examples,2018-12,Running
Organization,ros2/examples,2019-01,Running
Organization,ros2/examples,2019-02,Running
Organization,ros2/examples,2019-03,Running
Organization,ros2/examples,2019-04,Running
Organization,ros2/examples,2019-05,Running
Organization,ros2/examples,2019-06,Running
Organization,ros2/examples,2019-07,Running
Organization,ros2/examples,2019-08,Zombie
Organization,ros2/examples,2019-09,Running
Organization,ros2/examples,2019-10,Running
Organization,ros2/examples,2019-11,Running
Organization,ros2/examples,2019-12,Zombie
Organization,ros2/examples,2020-01,Zombie
Organization,ros2/examples,2020-02,Running
Organization,ros2/examples,2020-03,Running
Organization,ros2/examples,2020-04,Running
Organization,ros2/examples,2020-05,Running
Organization,ros2/examples,2020-06,Running
Organization,ros2/examples,2020-07,Running
Organization,ros2/examples,2020-08,Running
Organization,ros2/examples,2020-09,Running
Organization,ros2/examples,2020-10,Running
Organization,ros2/examples,2020-11,Zombie
Organization,ros2/examples,2020-12,Running
Organization,ros2/examples,2021-01,Running
Organization,ros2/examples,2021-02,Running
Organization,ros2/examples,2021-03,Running
Organization,ros2/examples,2021-04,Running
Organization,ros2/examples,2021-05,Running
Organization,ros2/examples,2021-06,Zombie
Organization,ros2/examples,2021-07,Running
Organization,ros2/examples,2021-08,Running
Organization,ros2/examples,2021-09,Running
Organization,ros2/examples,2021-10,Running
Organization,ros2/examples,2021-11,Running
Organization,ros2/examples,2021-12,Zombie
Organization,ros2/examples,2022-01,Running
Organization,ros2/examples,2022-02,Running
Organization,ros2/examples,2022-03,Running
Organization,ros2/examples,2022-04,Running
Organization,ros2/examples,2022-05,Zombie
Organization,ros2/examples,2022-06,Running
Organization,ros2/examples,2022-07,Zombie
Organization,ros2/examples,2022-08,Zombie
Organization,ros2/examples,2022-09,Running
Organization,ros2/examples,2022-10,Running
Organization,ros2/examples,2022-11,Running
Organization,ros2/examples,2022-12,Dead
Organization,ros2/examples,2023-01,Running
Organization,ros2/examples,2023-02,Running
Organization,ros2/examples,2023-03,Running
Organization,ros2/examples,2023-04,Running
Organization,ros2/examples,2023-05,Zombie
Organization,ros2/examples,2023-06,Running
Organization,ros2/examples,2023-07,Running
Organization,ros2/examples,2023-08,Zombie
Organization,ros2/examples,2023-09,Zombie
Organization,ros2/examples,2023-10,Zombie
Organization,ros2/examples,2023-11,Zombie
Organization,ros2/examples,2023-12,Zombie
Organization,ros2/examples,2024-01,Zombie
Organization,ros2/examples,2024-02,Zombie
Organization,ros2/examples,2024-03,Running
Organization,ros2/examples,2024-04,Running
Organization,ros2/examples,2024-05,Running
Organization,ros2/examples,2024-06,Running
Organization,ros2/examples,2024-07,Running
Organization,ros2/examples,2024-08,Zombie
Organization,ros2/examples,2024-09,Zombie
Organization,ros2/examples,2024-10,Zombie
Organization,ros2/examples,2024-11,Running
Organization,ros2/examples,2024-12,Running
Organization,ros2/examples,2025-01,Zombie
Organization,ros2/examples,2025-02,Running
Organization,ros2/examples,2025-03,Running
Organization,ros2/examples,2025-04,Running
Organization,ros2/examples,2025-05,Running
Organization,ros2/examples,2025-06,Dead
Organization,ros2/examples,2025-07,Running
Organization,ros2/examples,2025-08,Running
Organization,ros2/examples,2025-09,Zombie
Organization,ros2/examples,2025-10,Running
Organization,ros2/examples,2025-11,Zombie
Organization,ros2/examples,2025-12,Zombie
Organization,ros2/examples,2026-01,Running
Organization,ros2/examples,2026-02,Dead
Organization,ros2/examples,2026-03,Zombie
Organization,ros2/geometry2,2009-09,Running
Organization,ros2/geometry2,2009-10,Running
Organization,ros2/geometry2,2009-11,Running
Organization,ros2/geometry2,2009-12,Running
Organization,ros2/geometry2,2010-01,Running
Organization,ros2/geometry2,2010-02,Running
Organization,ros2/geometry2,2010-03,Running
Organization,ros2/geometry2,2010-04,Running
Organization,ros2/geometry2,2010-05,Running
Organization,ros2/geometry2,2010-06,Running
Organization,ros2/geometry2,2010-07,Running
Organization,ros2/geometry2,2010-08,Running
Organization,ros2/geometry2,2010-09,Running
Organization,ros2/geometry2,2010-10,Running
Organization,ros2/geometry2,2010-11,Running
Organization,ros2/geometry2,2010-12,Running
Organization,ros2/geometry2,2011-01,Running
Organization,ros2/geometry2,2011-02,Running
Organization,ros2/geometry2,2011-03,Dead
Organization,ros2/geometry2,2011-04,Running
Organization,ros2/geometry2,2011-05,Running
Organization,ros2/geometry2,2011-06,Dead
Organization,ros2/geometry2,2011-07,Running
Organization,ros2/geometry2,2011-08,Dead
Organization,ros2/geometry2,2011-09,Dead
Organization,ros2/geometry2,2011-10,Running
Organization,ros2/geometry2,2011-11,Dead
Organization,ros2/geometry2,2011-12,Dead
Organization,ros2/geometry2,2012-01,Running
Organization,ros2/geometry2,2012-02,Dead
Organization,ros2/geometry2,2012-03,Running
Organization,ros2/geometry2,2012-04,Dead
Organization,ros2/geometry2,2012-05,Dead
Organization,ros2/geometry2,2012-06,Dead
Organization,ros2/geometry2,2012-07,Dead
Organization,ros2/geometry2,2012-08,Running
Organization,ros2/geometry2,2012-09,Running
Organization,ros2/geometry2,2012-10,Dead
Organization,ros2/geometry2,2012-11,Dead
Organization,ros2/geometry2,2012-12,Running
Organization,ros2/geometry2,2013-01,Running
Organization,ros2/geometry2,2013-02,Running
Organization,ros2/geometry2,2013-03,Running
Organization,ros2/geometry2,2013-04,Running
Organization,ros2/geometry2,2013-05,Running
Organization,ros2/geometry2,2013-06,Running
Organization,ros2/geometry2,2013-07,Running
Organization,ros2/geometry2,2013-08,Running
Organization,ros2/geometry2,2013-09,Dead
Organization,ros2/geometry2,2013-10,Running
Organization,ros2/geometry2,2013-11,Running
Organization,ros2/geometry2,2013-12,Running
Organization,ros2/geometry2,2014-01,Running
Organization,ros2/geometry2,2014-02,Running
Organization,ros2/geometry2,2014-03,Running
Organization,ros2/geometry2,2014-04,Running
Organization,ros2/geometry2,2014-05,Running
Organization,ros2/geometry2,2014-06,Running
Organization,ros2/geometry2,2014-07,Dead
Organization,ros2/geometry2,2014-08,Dead
Organization,ros2/geometry2,2014-09,Running
Organization,ros2/geometry2,2014-10,Dead
Organization,ros2/geometry2,2014-11,Dead
Organization,ros2/geometry2,2014-12,Running
Organization,ros2/geometry2,2015-01,Running
Organization,ros2/geometry2,2015-02,Running
Organization,ros2/geometry2,2015-03,Running
Organization,ros2/geometry2,2015-04,Running
Organization,ros2/geometry2,2015-05,Running
Organization,ros2/geometry2,2015-06,Running
Organization,ros2/geometry2,2015-07,Dead
Organization,ros2/geometry2,2015-08,Running
