repository,path,final_state,is_alive,first_month,last_activity_month,lifespan_months
ros-drivers/mocap_optitrack,Running(1m)-Dead(8m)-Running(1m)-Dead(3m)-Running(3m)-Dead(6m)-Running(2m)-Dead(5m)-Running(3m)-Dead(2m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(2m)-Running(2m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Dead(3m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(4m)-Running(2m)-Zombie(2m)-Dead(3m)-Zombie(5m)-Running(1m)-Dead(1m)-Zombie(6m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Running(2m)-Zombie(3m)-Running(1m)-Zombie(2m)-Dead(1m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(10m)-Zombie(1m)-Dead(2m)-Zombie(7m)-Dead(2m)-Running(3m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(7m)-Zombie(2m)-Dead(3m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(6m)-Zombie(5m)-Dead(3m)-Zombie(2m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(6m),Dead,True,2011-04,2025-09,180
ros-drivers/nmea_msgs,Running(1m)-Dead(18m)-Running(1m)-Dead(1m)-Running(1m)-Dead(14m)-Zombie(1m)-Dead(4m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(7m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(12m)-Running(2m)-Dead(8m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Dead(6m)-Zombie(3m)-Dead(16m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(6m)-Zombie(1m)-Running(1m)-Dead(7m)-Running(1m)-Dead(5m)-Zombie(2m)-Dead(3m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(9m),Dead,False,2013-07,2025-06,153
ros-drivers/nmea_navsat_driver,Running(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(5m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(6m)-Dead(2m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(7m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(3m)-Zombie(3m)-Running(1m)-Zombie(2m)-Running(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Zombie(7m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(2m)-Dead(1m)-Zombie(4m)-Dead(1m)-Zombie(4m)-Dead(1m)-Zombie(5m)-Dead(1m)-Zombie(3m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Dead(1m)-Zombie(1m)-Dead(1m),Dead,True,2013-07,2026-02,153
ros-drivers/openni2_camera,Running(8m)-Dead(2m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(3m)-Running(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(4m)-Dead(1m)-Zombie(2m)-Dead(1m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(4m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Running(1m)-Dead(4m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(7m)-Running(3m)-Dead(5m)-Zombie(1m)-Dead(3m)-Running(3m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(2m)-Running(1m)-Dead(5m)-Running(1m)-Dead(4m)-Zombie(2m)-Dead(4m),Dead,True,2013-04,2025-11,156
ros-drivers/phidgets_drivers,Running(3m)-Dead(4m)-Running(1m)-Dead(3m)-Running(2m)-Dead(2m)-Running(1m)-Dead(4m)-Running(1m)-Dead(8m)-Running(2m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(4m)-Running(1m)-Dead(5m)-Running(3m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Running(8m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Running(3m)-Zombie(2m)-Running(2m)-Zombie(1m)-Dead(2m)-Running(8m)-Zombie(3m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(3m)-Dead(1m)-Zombie(2m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(2m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(3m)-Dead(2m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(3m)-Dead(9m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(5m),Dead,True,2012-07,2025-10,165
ros-drivers/ros2_ouster_drivers,Running(2m)-Dead(1m)-Running(5m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(5m)-Running(4m)-Zombie(4m)-Running(1m)-Zombie(2m)-Running(4m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(5m)-Running(1m)-Zombie(2m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(19m),Dead,False,2019-12,2024-08,76
ros-drivers/transport_drivers,Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(3m)-Dead(2m)-Running(1m)-Zombie(2m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(6m)-Zombie(1m)-Dead(2m)-Zombie(3m)-Dead(2m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(3m)-Dead(2m)-Zombie(6m)-Dead(1m)-Zombie(3m)-Dead(3m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(3m)-Dead(1m),Dead,True,2019-08,2026-02,80
ros-drivers/urg_c,Running(18m)-Dead(2m)-Running(4m)-Dead(7m)-Running(1m)-Dead(2m)-Running(2m)-Dead(3m)-Running(1m)-Dead(3m)-Running(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(21m)-Zombie(1m)-Dead(12m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Dead(7m)-Zombie(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Dead(5m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(2m)-Running(1m)-Dead(3m)-Zombie(1m)-Dead(9m)-Zombie(1m)-Dead(55m),Dead,False,2010-05,2021-08,191
ros-drivers/urg_node,Running(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(3m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Running(4m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(5m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(5m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(3m)-Zombie(6m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(11m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(3m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(5m)-Running(1m)-Dead(10m),Dead,False,2013-02,2025-05,158
ros-drivers/urg_node_msgs,Running(2m)-Dead(4m)-Running(1m)-Dead(6m)-Running(1m)-Dead(10m)-Running(2m)-Dead(4m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(32m)-Zombie(1m)-Dead(1m)-Running(2m)-Dead(15m)-Zombie(1m)-Dead(17m),Dead,False,2017-06,2024-10,106
ros-drivers/usb_cam,Running(8m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Running(6m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(6m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(3m)-Running(3m)-Zombie(5m)-Dead(2m)-Zombie(7m)-Running(1m)-Zombie(16m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(5m)-Zombie(1m)-Running(1m)-Zombie(4m)-Running(2m)-Dead(1m)-Running(14m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(3m)-Zombie(5m)-Running(2m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(1m),Zombie,True,2012-07,2026-03,165
ros-drivers/velodyne,Running(3m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Running(6m)-Dead(2m)-Running(3m)-Dead(1m)-Running(2m)-Dead(2m)-Running(5m)-Dead(9m)-Running(4m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(3m)-Zombie(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(6m)-Zombie(2m)-Running(9m)-Zombie(1m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(4m)-Running(28m)-Zombie(1m)-Running(1m)-Zombie(4m)-Running(1m)-Zombie(8m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(3m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(4m)-Running(3m)-Zombie(7m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(3m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(7m)-Running(1m)-Zombie(3m)-Dead(1m)-Zombie(1m)-Dead(2m),Dead,True,2010-01,2026-01,195
ros-drivers/zbar_ros,Running(1m)-Dead(1m)-Running(1m)-Dead(27m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(16m)-Zombie(1m)-Dead(12m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(6m)-Running(1m)-Dead(2m)-Running(2m)-Dead(3m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(4m)-Running(2m)-Zombie(1m)-Dead(8m)-Running(1m)-Dead(9m)-Zombie(1m)-Dead(2m)-Running(2m)-Dead(4m)-Zombie(1m)-Dead(4m),Dead,True,2015-01,2025-11,135
ros-event-camera/event_camera_codecs,Running(4m)-Dead(2m)-Running(3m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(6m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(2m)-Running(5m)-Zombie(1m)-Dead(2m),Dead,True,2022-09,2026-01,43
ros-event-camera/event_camera_msgs,Zombie(1m)-Dead(13m)-Running(2m)-Dead(2m)-Running(2m)-Dead(4m)-Running(1m)-Dead(18m)-Running(1m)-Dead(3m),Dead,True,2022-05,2025-12,47
ros-event-camera/event_camera_py,Running(2m)-Dead(2m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(3m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(2m)-Dead(2m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(3m)-Running(2m)-Dead(2m)-Running(1m)-Dead(2m)-Running(1m)-Dead(4m),Dead,True,2022-10,2025-11,42
ros-event-camera/event_camera_renderer,Running(3m)-Dead(7m)-Running(3m)-Dead(1m)-Running(3m)-Dead(3m)-Running(1m)-Dead(13m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(2m)-Dead(3m),Dead,True,2022-09,2025-12,43
ros-event-camera/event_camera_tools,Running(6m)-Dead(4m)-Running(1m)-Dead(1m)-Running(2m)-Dead(3m)-Running(1m)-Dead(3m)-Running(2m)-Dead(3m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(8m)-Running(6m)-Zombie(1m)-Dead(1m),Dead,True,2022-07,2026-02,45
ros-event-camera/frequency_cam,Running(3m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(1m)-Running(1m)-Dead(8m)-Running(3m)-Dead(13m)-Running(1m)-Dead(1m)-Running(2m)-Dead(4m),Dead,True,2022-09,2025-11,43
ros-event-camera/libcaer_driver,Running(4m)-Dead(2m)-Running(2m)-Dead(3m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(3m),Dead,True,2023-11,2025-12,29
ros-event-camera/libcaer_vendor,Running(1m)-Dead(22m),Dead,False,2024-05,2024-05,23
ros-event-camera/metavision_driver,Running(2m)-Dead(1m)-Running(2m)-Dead(2m)-Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(5m)-Dead(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(3m)-Dead(1m)-Running(2m)-Dead(3m)-Running(1m)-Dead(1m)-Running(4m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(1m),Dead,True,2021-07,2026-02,57
ros-event-camera/openeb_vendor,Running(3m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(3m)-Zombie(1m)-Dead(4m)-Zombie(1m)-Dead(3m),Dead,True,2024-05,2025-12,23
ros-geographic-info/geographic_info,Running(2m)-Dead(3m)-Running(1m)-Dead(1m)-Running(8m)-Dead(5m)-Zombie(1m)-Running(3m)-Dead(1m)-Running(4m)-Dead(3m)-Zombie(1m)-Dead(4m)-Zombie(1m)-Running(2m)-Dead(6m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(7m)-Running(1m)-Dead(12m)-Running(2m)-Zombie(4m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Dead(2m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(9m)-Running(3m)-Dead(2m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(6m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(7m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Dead(4m)-Zombie(1m)-Dead(1m),Dead,True,2011-06,2026-02,178
ros-industrial/reach,Running(1m)-Dead(2m)-Running(2m)-Dead(2m)-Running(1m)-Dead(1m)-Running(2m)-Dead(3m)-Running(2m)-Dead(12m)-Running(2m)-Dead(2m)-Running(1m)-Dead(2m)-Running(2m)-Dead(1m)-Running(2m)-Dead(1m)-Running(1m)-Dead(17m)-Zombie(1m)-Dead(2m)-Running(5m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(6m)-Dead(2m)-Zombie(1m)-Dead(2m)-Running(2m)-Dead(2m)-Running(2m)-Dead(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(3m)-Zombie(4m)-Dead(5m),Dead,True,2017-03,2025-10,109
ros-industrial/reach_ros2,Running(1m)-Dead(2m)-Running(2m)-Dead(2m)-Running(1m)-Dead(1m)-Running(2m)-Dead(3m)-Running(2m)-Dead(12m)-Running(2m)-Dead(2m)-Running(1m)-Dead(2m)-Running(2m)-Dead(1m)-Running(2m)-Dead(1m)-Running(1m)-Dead(20m)-Running(5m)-Dead(2m)-Running(1m)-Dead(3m)-Running(7m)-Dead(4m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(6m),Dead,True,2017-03,2025-09,109
ros-industrial/ros2_canopen,Running(10m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(14m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(5m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m),Zombie,True,2022-01,2026-03,51
ros-industrial/ros_canopen,Running(1m)-Dead(1m)-Running(24m)-Zombie(3m)-Running(8m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(5m)-Zombie(1m)-Running(3m)-Zombie(6m)-Running(2m)-Zombie(1m)-Running(8m)-Zombie(3m)-Running(2m)-Zombie(1m)-Running(3m)-Zombie(6m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(3m)-Running(1m)-Zombie(9m)-Running(3m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(3m)-Zombie(1m)-Dead(5m)-Zombie(3m)-Dead(2m)-Running(1m)-Dead(11m),Dead,False,2014-05,2025-04,143
ros-industrial/stomp,Running(3m)-Dead(17m)-Running(8m)-Dead(3m)-Running(14m)-Dead(1m)-Running(5m)-Dead(2m)-Running(1m)-Dead(5m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(5m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(5m)-Running(3m)-Dead(1m)-Running(1m)-Dead(9m)-Running(1m)-Dead(2m)-Running(2m)-Zombie(1m)-Dead(13m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(12m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(14m)-Running(1m)-Dead(2m),Dead,True,2013-08,2026-01,152
ros-industrial/ur_msgs,Running(5m)-Dead(3m)-Running(1m)-Dead(5m)-Running(1m)-Dead(6m)-Running(1m)-Dead(6m)-Running(3m)-Dead(6m)-Running(1m)-Dead(4m)-Running(1m)-Dead(8m)-Running(1m)-Dead(3m)-Running(3m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(6m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(2m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(4m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(7m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(1m)-Running(4m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(1m)-Zombie(1m),Zombie,True,2014-07,2026-03,141
ros-misc-utilities/apriltag_detector,Running(1m)-Dead(12m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(5m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Running(5m)-Zombie(2m)-Running(1m)-Dead(3m),Dead,True,2022-12,2025-12,40
ros-misc-utilities/apriltag_mit,Running(2m)-Dead(3m)-Running(3m)-Dead(2m)-Running(3m)-Dead(3m)-Running(1m)-Dead(4m)-Running(1m)-Dead(2m)-Running(1m)-Dead(112m)-Running(2m)-Dead(2m)-Running(1m)-Dead(10m)-Running(1m)-Dead(9m),Dead,False,2012-10,2025-06,162
ros-misc-utilities/ffmpeg_encoder_decoder,Running(1m)-Dead(6m)-Running(3m)-Zombie(1m)-Running(3m)-Dead(1m)-Zombie(1m)-Dead(4m),Dead,True,2024-08,2025-11,20
ros-misc-utilities/ffmpeg_image_transport,Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(3m)-Dead(5m),Dead,True,2023-02,2025-10,38
ros-misc-utilities/ffmpeg_image_transport_msgs,Running(1m)-Dead(8m)-Running(2m)-Dead(21m)-Running(1m)-Dead(5m),Dead,True,2023-02,2025-10,38
ros-misc-utilities/ffmpeg_image_transport_tools,Running(2m)-Dead(10m)-Running(1m)-Dead(1m)-Running(4m)-Dead(7m),Dead,False,2024-03,2025-08,25
ros-misc-utilities/flex_sync,Running(2m)-Dead(1m)-Running(1m)-Dead(8m)-Running(1m)-Dead(1m)-Running(1m)-Dead(10m),Dead,False,2024-03,2025-05,25
ros-misc-utilities/foxglove_compressed_video_transport,Running(2m)-Zombie(2m)-Dead(3m)-Running(3m)-Zombie(2m)-Running(3m)-Dead(5m),Dead,True,2024-08,2025-10,20
ros-naoqi/nao_meshes2,Running(1m)-Dead(13m)-Running(1m)-Dead(4m)-Zombie(2m)-Dead(22m),Dead,False,2022-09,2024-05,43
ros-naoqi/naoqi_bridge_msgs2,Running(1m)-Dead(12m)-Running(2m)-Dead(18m)-Running(1m)-Zombie(1m)-Dead(8m),Dead,False,2022-09,2025-07,43
ros-naoqi/naoqi_driver2,Running(15m)-Dead(1m)-Running(3m)-Dead(1m)-Running(3m)-Dead(4m)-Running(1m)-Dead(4m)-Running(1m)-Dead(1m)-Running(4m)-Dead(1m)-Running(2m)-Dead(11m)-Running(3m)-Dead(4m)-Running(3m)-Dead(2m)-Running(2m)-Dead(1m)-Running(1m)-Dead(15m)-Running(1m)-Dead(8m)-Running(1m)-Dead(9m)-Zombie(1m)-Dead(1m)-Running(4m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(6m)-Running(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(1m),Dead,True,2015-01,2026-02,135
ros-naoqi/pepper_meshes2,Running(1m)-Zombie(1m)-Dead(8m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(17m)-Zombie(1m)-Dead(10m),Dead,False,2022-09,2025-05,43
ros-navigation/nav2_minimal_turtlebot_simulation,Running(3m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(5m),Dead,True,2024-05,2025-10,23
ros-navigation/navigation2,Running(94m),Running,True,2018-06,2026-03,94
ros-perception/depthimage_to_laserscan,Running(2m)-Dead(6m)-Running(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(6m)-Zombie(1m)-Dead(17m)-Zombie(1m)-Dead(3m)-Zombie(3m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(3m)-Dead(1m)-Running(1m)-Zombie(2m)-Dead(1m)-Running(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(5m)-Running(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(4m)-Zombie(8m)-Dead(1m)-Zombie(3m)-Dead(2m)-Zombie(1m)-Dead(4m)-Zombie(1m)-Dead(1m),Dead,True,2012-12,2026-02,160
