repository,path,final_state,is_alive,first_month,last_activity_month,lifespan_months
introlab/find-object,Running(5m)-Dead(1m)-Running(3m)-Dead(1m)-Running(4m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(10m)-Running(11m)-Dead(1m)-Running(1m)-Dead(1m)-Running(4m)-Dead(2m)-Running(8m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(3m)-Dead(1m)-Zombie(1m)-Running(2m)-Zombie(3m)-Running(4m)-Dead(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(7m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(2m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Zombie(7m)-Running(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Running(1m)-Zombie(5m)-Running(2m)-Dead(3m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Dead(3m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(3m)-Dead(1m)-Zombie(1m)-Dead(8m)-Running(2m)-Dead(9m),Dead,False,2011-10,2025-06,174
introlab/rtabmap,Running(8m)-Dead(5m)-Running(2m)-Dead(1m)-Running(1m)-Dead(5m)-Running(5m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(3m)-Running(104m)-Zombie(1m)-Running(42m)-Zombie(1m),Zombie,True,2011-02,2026-03,182
introlab/rtabmap_ros,Running(1m)-Dead(1m)-Running(1m)-Dead(6m)-Running(1m)-Dead(2m)-Running(1m)-Dead(5m)-Running(7m)-Dead(1m)-Running(1m)-Dead(3m)-Running(4m)-Dead(2m)-Running(30m)-Zombie(1m)-Running(67m)-Zombie(1m)-Running(28m)-Zombie(1m)-Running(13m)-Zombie(1m),Zombie,True,2011-06,2026-03,178
ipa320/ros_battery_monitoring,Running(2m)-Dead(5m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(2m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Dead(1m),Dead,True,2024-07,2026-02,21
ipa320/rqt_frame_editor_plugin,Running(1m)-Dead(3m)-Running(9m)-Dead(4m)-Running(4m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(5m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Dead(3m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(17m)-Running(1m)-Dead(7m)-Running(1m)-Dead(4m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(3m)-Dead(18m)-Running(1m)-Dead(6m)-Zombie(1m)-Dead(3m)-Running(3m)-Zombie(2m)-Running(3m)-Dead(4m)-Running(4m)-Zombie(1m),Zombie,True,2014-11,2026-03,137
joshnewans/joy_tester,Running(1m)-Dead(1m)-Running(1m)-Dead(21m)-Running(1m)-Dead(7m)-Zombie(1m)-Dead(8m),Dead,False,2022-11,2025-07,41
joshnewans/twist_stamper,Running(1m)-Dead(17m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(15m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(7m)-Zombie(1m)-Dead(8m),Dead,False,2021-01,2025-07,63
jrl-umi3218/jrl-cmakemodules,Running(13m)-Dead(1m)-Running(10m)-Dead(1m)-Running(8m)-Dead(2m)-Running(7m)-Dead(2m)-Running(7m)-Dead(1m)-Running(2m)-Dead(1m)-Running(9m)-Dead(1m)-Running(7m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(5m)-Dead(2m)-Running(1m)-Dead(1m)-Running(63m)-Dead(1m)-Running(29m)-Zombie(2m),Zombie,True,2010-08,2026-03,188
julianmueller/insight_gui,Running(7m)-Dead(1m)-Running(2m)-Dead(5m),Dead,True,2025-01,2025-10,15
justagist/kinematics_interface_pinocchio,Running(1m)-Dead(3m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m),Dead,True,2024-08,2026-01,20
kobuki-base/kobuki_core,Running(1m)-Dead(1m)-Running(4m)-Dead(1m)-Running(18m)-Dead(2m)-Running(2m)-Dead(1m)-Running(1m)-Dead(5m)-Running(1m)-Dead(2m)-Running(1m)-Dead(7m)-Running(3m)-Dead(1m)-Running(1m)-Dead(3m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(3m)-Dead(7m)-Running(1m)-Dead(5m)-Running(1m)-Dead(11m)-Running(1m)-Dead(6m)-Running(1m)-Dead(1m)-Running(1m)-Dead(4m)-Running(2m)-Dead(1m)-Zombie(2m)-Dead(3m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(5m)-Running(1m)-Zombie(1m)-Dead(5m)-Zombie(2m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(11m)-Running(1m)-Dead(6m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(10m),Dead,False,2012-02,2025-05,170
kobuki-base/kobuki_ros,Running(1m)-Dead(1m)-Running(4m)-Dead(1m)-Running(17m)-Dead(1m)-Running(6m)-Dead(2m)-Running(1m)-Dead(1m)-Running(2m)-Dead(2m)-Running(1m)-Dead(6m)-Running(1m)-Dead(4m)-Running(2m)-Dead(1m)-Running(2m)-Dead(1m)-Running(1m)-Dead(2m)-Running(3m)-Dead(6m)-Running(2m)-Dead(2m)-Running(1m)-Dead(11m)-Running(1m)-Dead(7m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Running(2m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(7m)-Running(2m)-Zombie(1m)-Dead(1m)-Zombie(4m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Dead(5m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(6m),Dead,True,2012-02,2025-09,170
kobuki-base/kobuki_ros_interfaces,Running(4m)-Dead(4m)-Running(2m)-Dead(11m)-Running(1m)-Dead(20m)-Running(1m)-Dead(18m)-Running(1m)-Dead(24m)-Running(1m)-Dead(6m)-Running(1m)-Dead(22m)-Zombie(1m)-Dead(44m),Dead,False,2012-11,2022-07,161
kobuki-base/kobuki_velocity_smoother,Running(1m)-Zombie(1m)-Running(1m)-Dead(21m)-Running(1m)-Dead(7m)-Running(2m)-Dead(30m)-Running(1m)-Dead(8m)-Zombie(1m)-Dead(1m),Dead,True,2020-01,2026-02,75
koide3/fast_gicp,Running(3m)-Zombie(3m)-Running(1m)-Zombie(1m)-Running(5m)-Zombie(1m)-Running(7m)-Zombie(4m)-Running(2m)-Zombie(2m)-Running(2m)-Zombie(3m)-Running(1m)-Zombie(2m)-Running(2m)-Zombie(2m)-Dead(1m)-Zombie(3m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(4m)-Dead(7m),Dead,False,2020-01,2025-08,75
koide3/ndt_omp,Running(1m)-Dead(2m)-Running(1m)-Dead(5m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(4m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(3m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(3m)-Dead(1m)-Running(2m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(1m)-Zombie(3m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(4m)-Zombie(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(6m),Dead,True,2017-10,2025-09,102
kroshu/kuka-external-control-sdk,Running(5m)-Dead(6m)-Running(1m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(3m)-Dead(2m)-Running(4m)-Zombie(1m),Zombie,True,2024-01,2026-03,27
kroshu/kuka_drivers,Running(4m)-Dead(4m)-Running(2m)-Dead(1m)-Running(1m)-Dead(11m)-Running(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(5m)-Dead(1m)-Running(20m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(5m)-Zombie(1m),Zombie,True,2019-11,2026-03,77
kroshu/kuka_robot_descriptions,Running(3m)-Dead(2m)-Running(16m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(3m)-Dead(2m)-Running(2m)-Zombie(2m)-Running(11m)-Dead(1m),Dead,True,2022-06,2026-02,46
lgsvl/lgsvl_msgs,Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(5m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(63m),Dead,False,2018-12,2020-12,88
locusrobotics/fuse,Running(2m)-Zombie(1m)-Running(21m)-Zombie(1m)-Dead(3m)-Running(4m)-Zombie(3m)-Running(5m)-Zombie(2m)-Running(2m)-Dead(1m)-Zombie(4m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(17m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(7m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(3m)-Zombie(1m),Zombie,True,2018-07,2026-03,93
locusrobotics/tf2_2d,Running(1m)-Dead(2m)-Running(5m)-Dead(1m)-Running(3m)-Dead(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(1m)-Running(1m)-Dead(5m)-Running(1m)-Dead(1m)-Running(2m)-Dead(4m)-Running(4m)-Dead(4m)-Running(1m)-Dead(5m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(2m)-Dead(1m)-Zombie(1m)-Running(2m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m),Running,True,2018-08,2026-03,92
luxonis/depthai-core,Running(71m)-Zombie(2m),Zombie,True,2020-03,2026-03,73
luxonis/depthai-ros,Running(3m)-Dead(3m)-Running(18m)-Zombie(1m)-Running(11m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(1m)-Zombie(2m)-Running(3m)-Zombie(2m)-Running(3m)-Zombie(3m)-Running(8m)-Dead(1m),Dead,True,2020-07,2026-02,69
ma-shangao/at_sonde_ros_driver,Running(2m)-Dead(1m)-Running(3m)-Dead(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(1m),Dead,True,2025-04,2026-02,12
marcosvcr/hokuyo_node2,Running(2m)-Dead(10m),Dead,False,2025-04,2025-05,12
mavlink/mavlink-gbp-release,Running(31m)-Dead(1m)-Running(1m)-Dead(1m)-Running(61m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(3m)-Running(1m)-Dead(4m)-Running(2m)-Dead(2m)-Running(1m)-Dead(5m)-Running(1m)-Dead(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(5m)-Running(3m)-Dead(2m)-Running(1m)-Dead(6m),Dead,True,2014-06,2025-09,142
mavlink/mavros,Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(32m)-Zombie(1m)-Running(46m)-Zombie(1m)-Running(30m)-Zombie(1m)-Running(4m)-Zombie(2m)-Running(9m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(9m)-Zombie(1m)-Running(1m)-Dead(1m),Dead,True,2013-12,2026-02,148
micro-ROS/micro_ros_diagnostics,Running(1m)-Dead(1m)-Running(2m)-Dead(4m)-Zombie(1m)-Dead(1m)-Running(5m)-Dead(1m)-Running(2m)-Dead(3m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(3m)-Running(2m)-Dead(22m)-Zombie(2m)-Dead(9m),Dead,False,2020-12,2025-06,64
micro-ROS/micro_ros_msgs,Running(2m)-Dead(4m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(14m)-Zombie(2m)-Dead(5m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(11m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(6m),Dead,True,2020-12,2025-09,64
micro-ROS/system_modes,Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(3m)-Running(3m)-Zombie(1m)-Running(3m)-Dead(1m)-Running(5m)-Dead(1m)-Running(1m)-Dead(1m)-Running(6m)-Zombie(1m)-Dead(4m)-Running(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Dead(3m)-Zombie(4m)-Dead(23m)-Running(2m)-Dead(4m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(2m)-Dead(3m),Dead,True,2018-12,2025-12,88
mikeferguson/grasping_msgs,Running(1m)-Dead(4m)-Running(1m)-Dead(21m)-Zombie(1m)-Dead(25m)-Zombie(1m)-Dead(20m)-Running(1m)-Dead(4m)-Running(1m)-Dead(16m)-Running(1m)-Dead(9m)-Zombie(1m)-Dead(8m)-Running(1m)-Dead(7m)-Running(1m)-Dead(18m),Dead,False,2014-06,2024-09,142
mikeferguson/robot_calibration,Running(3m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(2m)-Dead(3m)-Running(1m)-Dead(5m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(1m)-Running(3m)-Dead(1m)-Running(4m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(4m)-Dead(3m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(3m)-Running(2m)-Dead(2m)-Zombie(1m)-Dead(5m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(4m)-Zombie(2m)-Running(1m)-Dead(4m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(2m)-Dead(1m)-Running(5m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(8m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m),Dead,True,2014-11,2026-02,137
mikeferguson/simple_grasping,Running(2m)-Dead(5m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(7m)-Zombie(1m)-Dead(21m)-Running(1m)-Dead(7m)-Zombie(1m)-Dead(15m)-Running(1m)-Dead(7m)-Zombie(1m)-Dead(8m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(8m)-Running(1m)-Zombie(1m)-Dead(16m)-Running(3m)-Dead(5m)-Running(1m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(2m),Dead,True,2015-03,2026-01,133
modular-ml/wrapyfi_ros2_interfaces,Running(1m)-Dead(26m),Dead,False,2024-01,2024-01,27
moveit/geometric_shapes,Running(20m)-Zombie(2m)-Running(2m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Running(4m)-Dead(4m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Running(5m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Running(3m)-Zombie(1m)-Dead(1m)-Running(2m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(10m)-Zombie(1m)-Dead(1m)-Running(7m)-Zombie(2m)-Running(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(4m)-Dead(1m)-Zombie(4m)-Running(1m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(2m)-Running(1m)-Dead(3m)-Zombie(2m)-Running(3m)-Dead(2m)-Running(3m)-Dead(3m)-Zombie(1m)-Running(1m)-Dead(3m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(2m),Dead,True,2012-08,2026-01,164
moveit/moveit2,Running(172m)-Zombie(2m),Zombie,True,2011-10,2026-03,174
moveit/moveit_msgs,Running(14m)-Dead(1m)-Running(7m)-Dead(1m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(5m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(4m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(5m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Running(2m)-Dead(1m)-Zombie(5m)-Running(1m)-Zombie(4m)-Running(3m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(8m)-Zombie(1m)-Dead(2m)-Running(6m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(2m)-Running(3m)-Zombie(9m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(4m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(1m)-Zombie(4m)-Dead(1m)-Zombie(2m)-Dead(2m)-Zombie(2m)-Dead(3m),Dead,True,2012-04,2025-12,168
moveit/moveit_resources,Running(4m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(3m)-Running(1m)-Dead(5m)-Zombie(1m)-Running(1m)-Dead(3m)-Running(1m)-Dead(14m)-Running(1m)-Dead(6m)-Running(2m)-Dead(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(6m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(2m)-Zombie(3m)-Dead(1m)-Zombie(1m)-Running(2m)-Dead(5m)-Running(1m)-Dead(1m)-Running(3m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(5m)-Zombie(3m)-Running(4m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(9m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(6m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(6m)-Dead(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Dead(4m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Zombie(2m)-Dead(2m),Dead,True,2012-12,2026-01,160
moveit/moveit_task_constructor,Running(2m)-Dead(5m)-Running(10m)-Dead(1m)-Running(4m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(16m)-Zombie(1m)-Running(14m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(8m)-Zombie(3m)-Running(3m)-Zombie(1m)-Running(7m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(2m)-Zombie(2m)-Running(5m)-Zombie(1m)-Dead(1m)-Zombie(1m),Zombie,True,2017-02,2026-03,110
moveit/moveit_visual_tools,Running(7m)-Dead(1m)-Running(8m)-Dead(2m)-Running(7m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(3m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(2m)-Running(3m)-Dead(2m)-Running(6m)-Zombie(1m)-Running(2m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(2m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(3m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(3m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(4m)-Running(3m)-Zombie(3m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(3m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(1m),Dead,True,2014-04,2026-02,144
moveit/py_binding_tools,Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(2m)-Dead(2m)-Zombie(1m)-Dead(1m),Dead,True,2024-03,2026-02,25
moveit/random_numbers,Running(1m)-Dead(3m)-Running(1m)-Dead(1m)-Running(2m)-Dead(4m)-Running(2m)-Dead(3m)-Running(1m)-Dead(6m)-Running(2m)-Dead(1m)-Running(1m)-Dead(6m)-Zombie(1m)-Dead(6m)-Running(1m)-Dead(4m)-Running(1m)-Dead(10m)-Running(1m)-Dead(10m)-Running(1m)-Dead(11m)-Zombie(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(2m)-Running(1m)-Zombie(2m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Running(3m)-Dead(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(4m)-Running(1m)-Dead(9m)-Zombie(1m)-Dead(18m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Dead(5m)-Running(2m)-Dead(9m),Dead,False,2012-06,2025-06,166
moveit/srdfdom,Running(2m)-Dead(3m)-Running(2m)-Dead(3m)-Running(5m)-Dead(2m)-Running(1m)-Dead(6m)-Running(2m)-Dead(6m)-Zombie(1m)-Running(1m)-Zombie(2m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(2m)-Running(1m)-Dead(6m)-Zombie(1m)-Running(2m)-Zombie(1m)-Dead(2m)-Running(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Dead(6m)-Running(2m)-Dead(4m)-Running(2m)-Dead(1m)-Running(1m)-Dead(1m)-Running(2m)-Dead(2m)-Zombie(2m)-Dead(3m)-Running(3m)-Dead(2m)-Running(1m)-Dead(1m)-Running(1m)-Zombie(1m)-Running(4m)-Dead(1m)-Running(1m)-Dead(1m)-Running(7m)-Dead(1m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(3m)-Dead(7m)-Running(1m)-Zombie(3m)-Running(1m)-Dead(1m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Running(2m)-Dead(2m)-Running(2m)-Dead(6m)-Running(2m)-Dead(4m)-Zombie(1m)-Running(1m)-Dead(3m),Dead,True,2012-06,2025-12,166
moveit/warehouse_ros,Running(3m)-Dead(3m)-Running(1m)-Dead(2m)-Running(1m)-Zombie(2m)-Dead(1m)-Running(1m)-Zombie(2m)-Running(2m)-Zombie(1m)-Running(4m)-Zombie(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(4m)-Zombie(2m)-Dead(1m)-Running(1m)-Zombie(3m)-Dead(2m)-Zombie(2m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(6m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(8m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Running(1m)-Dead(4m)-Running(3m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(1m)-Running(1m)-Dead(2m)-Zombie(1m)-Dead(4m)-Running(1m)-Dead(2m)-Zombie(2m)-Dead(1m)-Zombie(2m)-Dead(3m)-Running(2m)-Zombie(1m)-Running(1m)-Zombie(1m)-Running(1m)-Zombie(2m)-Dead(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(3m)-Zombie(1m)-Dead(3m)-Zombie(1m)-Dead(7m)-Zombie(1m)-Dead(9m)-Zombie(1m)-Running(1m)-Dead(1m)-Running(1m)-Dead(6m)-Zombie(1m)-Dead(1m)-Zombie(3m)-Dead(3m)-Zombie(2m)-Dead(1m),Dead,True,2012-10,2026-02,162
moveit/warehouse_ros_mongo,Running(3m)-Dead(3m)-Running(1m)-Dead(2m)-Running(1m)-Dead(3m)-Running(1m)-Dead(2m)-Running(2m)-Dead(1m)-Running(4m)-Dead(1m)-Running(1m)-Dead(9m)-Running(1m)-Dead(12m)-Running(2m)-Dead(1m)-Running(2m)-Zombie(1m)-Running(1m)-Dead(4m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(8m)-Running(1m)-Zombie(3m)-Dead(2m)-Running(2m)-Dead(1m)-Running(3m)-Dead(1m)-Zombie(2m)-Dead(3m)-Zombie(2m)-Dead(1m)-Running(1m)-Dead(1m)-Zombie(1m)-Running(1m)-Zombie(1m)-Dead(3m)-Running(1m)-Zombie(2m)-Running(1m)-Dead(1m)-Zombie(1m)-Dead(1m)-Zombie(1m)-Dead(3m)-Zombie(2m)-Dead(13m)-Zombie(2m)-Dead(13m)-Running(1m)-Dead(1m)-Running(1m)-Dead(5m)-Zombie(1m)-Dead(2m)-Zombie(1m)-Dead(8m),Dead,False,2012-10,2025-07,162
