full_name,repo_url,distros,n_distros,n_packages_total,resolved_via_breakdown
adityapande-1995/linux_isolate_process,https://github.com/adityapande-1995/linux_isolate_process.git,jazzy|kilted,2,1,rosdistro_release_packages:2
fkie/live555_vendor,https://github.com/fkie/live555_vendor.git,jazzy,1,1,rosdistro_release_packages:1
mavlink/mavlink-gbp-release,https://github.com/mavlink/mavlink-gbp-release.git,jazzy|kilted,2,1,rosdistro_release_packages:2
nobleo/mp_units_vendor,https://github.com/nobleo/mp_units_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
stack-of-tasks/odri_master_board_sdk_release,https://github.com/stack-of-tasks/odri_master_board_sdk_release.git,jazzy|kilted,2,1,rosdistro_release_packages:2
ompl/ompl,https://github.com/ompl/ompl.git,jazzy|kilted,2,1,rosdistro_release_packages:2
hatchbed/opensw,https://github.com/hatchbed/opensw.git,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
hatchbed/opensw_ros,https://github.com/hatchbed/opensw_ros.git,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
ros-perception/point_cloud_transport_tutorial,https://github.com/ros-perception/point_cloud_transport_tutorial.git,jazzy|kilted,2,1,rosdistro_release_packages:2
fawkesrobotics/protobuf_comm,https://github.com/fawkesrobotics/protobuf_comm.git,jazzy|kilted,2,1,rosdistro_release_packages:2
RaphRover/raph_desktop,https://github.com/RaphRover/raph_desktop.git,jazzy,1,1,rosdistro_repo_key_name_match:1
sloretz/rcl_logging_rcutils,https://github.com/sloretz/rcl_logging_rcutils.git,jazzy|kilted,2,1,rosdistro_repo_key_name_match:2
ros-sports/rcss3d_nao,https://github.com/ros-sports/rcss3d_nao.git,jazzy|kilted,2,1,rosdistro_release_packages:2
reductstore/reductstore_agent,https://github.com/reductstore/reductstore_agent.git,jazzy,1,1,rosdistro_release_packages:1
cnurobotics/ros2_snapshot,https://github.com/cnurobotics/ros2_snapshot.git,jazzy|kilted,2,1,rosdistro_release_packages:2
ros2/rosidl_dynamic_typesupport,https://github.com/ros2/rosidl_dynamic_typesupport.git,jazzy|kilted,2,1,rosdistro_release_packages:2
ros2/rosidl_dynamic_typesupport_fastrtps,https://github.com/ros2/rosidl_dynamic_typesupport_fastrtps.git,jazzy|kilted,2,1,rosdistro_release_packages:2
RoboSense-LiDAR/rslidar_msg,https://github.com/RoboSense-LiDAR/rslidar_msg.git,jazzy|kilted,2,1,rosdistro_release_packages:2
RoboSense-LiDAR/rslidar_sdk,https://github.com/RoboSense-LiDAR/rslidar_sdk.git,jazzy,1,1,rosdistro_release_packages:1
Beam-and-Spyrosoft/rtest,https://github.com/Beam-and-Spyrosoft/rtest.git,jazzy|kilted,2,1,rosdistro_release_packages:2
fkie/rtsp_image_transport,https://github.com/fkie/rtsp_image_transport.git,jazzy,1,1,rosdistro_release_packages:1
gazebo-release/sdformat_vendor,https://github.com/gazebo-release/sdformat_vendor.git,jazzy|kilted,2,1,rosdistro_release_packages:2
brukg/so_arm_100_hardware,https://github.com/brukg/so_arm_100_hardware.git,jazzy,1,1,rosdistro_release_packages:1
ros-sports/soccer_vision_3d_rviz_markers,https://github.com/ros-sports/soccer_vision_3d_rviz_markers.git,jazzy|kilted,2,1,rosdistro_release_packages:2
hbanzhaf/steering_functions,https://github.com/hbanzhaf/steering_functions.git,jazzy|kilted,2,1,rosdistro_release_packages:2
locusrobotics/tf2_2d,https://github.com/locusrobotics/tf2_2d.git,jazzy|kilted,2,1,rosdistro_release_packages:2
trimble-oss/trimble_driver_ros,https://github.com/trimble-oss/trimble_driver_ros.git,jazzy,1,1,rosdistro_repo_key_name_match:1
tuw-robotics/tuw_robotics,https://github.com/tuw-robotics/tuw_robotics.git,jazzy,1,1,rosdistro_repo_key_name_match:1
uwgraphics/mini_tof,https://github.com/uwgraphics/mini_tof.git,kilted,1,1,rosdistro_repo_key_name_match:1
uwgraphics/mini_tof_interfaces,https://github.com/uwgraphics/mini_tof_interfaces.git,kilted,1,1,rosdistro_repo_key_name_match:1
nobleo/mobile_robot_simulator,https://github.com/nobleo/mobile_robot_simulator.git,kilted,1,1,rosdistro_release_packages:1
SteveMacenski/nonpersistent_voxel_layer,https://github.com/SteveMacenski/nonpersistent_voxel_layer.git,kilted,1,1,rosdistro_release_packages:1
dtrugman/pfs,https://github.com/dtrugman/pfs.git,kilted,1,1,rosdistro_repo_key_name_match:1
felixdivo/ros2-easy-test,https://github.com/felixdivo/ros2-easy-test.git,kilted,1,1,rosdistro_repo_key_name_match:1
allenh1/rplidar_ros,https://github.com/allenh1/rplidar_ros.git,kilted,1,1,rosdistro_release_packages:1
Barry-Xu-2018/ros2_service_load_balancing,https://github.com/Barry-Xu-2018/ros2_service_load_balancing.git,kilted,1,1,rosdistro_release_packages:1
fmrico/yaets,https://github.com/fmrico/yaets.git,kilted,1,1,rosdistro_release_packages:1
